location,date,vaccine,total_vaccinations
Argentina,2021-06-28,Oxford/AstraZeneca,7620644
Argentina,2021-06-28,Sinopharm/Beijing,4325452
Argentina,2021-06-28,Sputnik V,9160180
Argentina,2021-06-29,Oxford/AstraZeneca,7798211
Argentina,2021-06-29,Sinopharm/Beijing,4498311
Argentina,2021-06-29,Sputnik V,9184230
Argentina,2021-06-30,Oxford/AstraZeneca,8005648
Argentina,2021-06-30,Pfizer/BioNTech,39
Argentina,2021-06-30,Sinopharm/Beijing,4648978
Argentina,2021-06-30,Sputnik V,9201912
Argentina,2021-07-01,Oxford/AstraZeneca,8319151
Argentina,2021-07-01,Sinopharm/Beijing,4751953
Argentina,2021-07-01,Sputnik V,9217692
Argentina,2021-07-02,CanSino,9
Argentina,2021-07-02,Oxford/AstraZeneca,8586644
Argentina,2021-07-02,Sinopharm/Beijing,4864897
Argentina,2021-07-02,Sputnik V,9252913
Argentina,2021-07-03,Oxford/AstraZeneca,8750494
Argentina,2021-07-03,Pfizer/BioNTech,41
Argentina,2021-07-03,Sinopharm/Beijing,4938082
Argentina,2021-07-03,Sputnik V,9352506
Argentina,2021-07-04,Oxford/AstraZeneca,8866447
Argentina,2021-07-04,Sinopharm/Beijing,4995277
Argentina,2021-07-04,Sputnik V,9375894
Argentina,2021-07-05,Oxford/AstraZeneca,9126592
Argentina,2021-07-05,Sinopharm/Beijing,5055382
Argentina,2021-07-05,Sputnik V,9465556
Argentina,2021-07-06,Oxford/AstraZeneca,9363307
Argentina,2021-07-06,Pfizer/BioNTech,42
Argentina,2021-07-06,Sinopharm/Beijing,5117179
Argentina,2021-07-06,Sputnik V,9583913
Argentina,2021-07-07,Oxford/AstraZeneca,9590004
Argentina,2021-07-07,Sinopharm/Beijing,5164133
Argentina,2021-07-07,Sputnik V,9714475
Argentina,2021-07-08,Moderna,64
Argentina,2021-07-08,Oxford/AstraZeneca,9722529
Argentina,2021-07-08,Sinopharm/Beijing,5272573
Argentina,2021-07-08,Sputnik V,9884072
Argentina,2021-07-09,Moderna,66
Argentina,2021-07-09,Oxford/AstraZeneca,9785738
Argentina,2021-07-09,Sinopharm/Beijing,5384613
Argentina,2021-07-09,Sputnik V,10066447
Argentina,2021-07-10,Moderna,70
Argentina,2021-07-10,Oxford/AstraZeneca,9857582
Argentina,2021-07-10,Sinopharm/Beijing,5544191
Argentina,2021-07-10,Sputnik V,10166947
Argentina,2021-07-11,Moderna,72
Argentina,2021-07-11,Oxford/AstraZeneca,9909142
Argentina,2021-07-11,Sinopharm/Beijing,5609049
Argentina,2021-07-11,Sputnik V,10216073
Argentina,2021-07-12,Oxford/AstraZeneca,9996848
Argentina,2021-07-12,Sinopharm/Beijing,5786759
Argentina,2021-07-12,Sputnik V,10337846
Argentina,2021-07-13,Oxford/AstraZeneca,10076720
Argentina,2021-07-13,Pfizer/BioNTech,43
Argentina,2021-07-13,Sinopharm/Beijing,5957816
Argentina,2021-07-13,Sputnik V,10480557
Argentina,2021-07-14,Oxford/AstraZeneca,10145705
Argentina,2021-07-14,Pfizer/BioNTech,44
Argentina,2021-07-14,Sinopharm/Beijing,6158284
Argentina,2021-07-14,Sputnik V,10609507
Argentina,2021-07-15,Oxford/AstraZeneca,10207808
Argentina,2021-07-15,Pfizer/BioNTech,45
Argentina,2021-07-15,Sinopharm/Beijing,6373070
Argentina,2021-07-15,Sputnik V,10732650
Argentina,2021-07-16,Oxford/AstraZeneca,10260675
Argentina,2021-07-16,Sinopharm/Beijing,6633059
Argentina,2021-07-16,Sputnik V,10876204
Argentina,2021-07-17,Oxford/AstraZeneca,10301051
Argentina,2021-07-17,Sinopharm/Beijing,6807439
Argentina,2021-07-17,Sputnik V,10984055
Argentina,2021-07-18,Oxford/AstraZeneca,10343263
Argentina,2021-07-18,Sinopharm/Beijing,6895128
Argentina,2021-07-18,Sputnik V,11022396
Argentina,2021-07-19,Moderna,73
Argentina,2021-07-19,Oxford/AstraZeneca,10424537
Argentina,2021-07-19,Sinopharm/Beijing,7161289
Argentina,2021-07-19,Sputnik V,11093745
Argentina,2021-07-20,CanSino,11
Argentina,2021-07-20,Moderna,85
Argentina,2021-07-20,Oxford/AstraZeneca,10493527
Argentina,2021-07-20,Sinopharm/Beijing,7354236
Argentina,2021-07-20,Sputnik V,11280437
Argentina,2021-07-21,Moderna,92
Argentina,2021-07-21,Oxford/AstraZeneca,10560166
Argentina,2021-07-21,Sinopharm/Beijing,7618540
Argentina,2021-07-21,Sputnik V,11369510
Argentina,2021-07-22,Moderna,94
Argentina,2021-07-22,Oxford/AstraZeneca,10621823
Argentina,2021-07-22,Sinopharm/Beijing,7901971
Argentina,2021-07-22,Sputnik V,11411891
Argentina,2021-07-23,Moderna,97
Argentina,2021-07-23,Oxford/AstraZeneca,10696630
Argentina,2021-07-23,Sinopharm/Beijing,8208896
Argentina,2021-07-23,Sputnik V,11438835
Argentina,2021-07-24,Moderna,99
Argentina,2021-07-24,Oxford/AstraZeneca,10757553
Argentina,2021-07-24,Sinopharm/Beijing,8368447
Argentina,2021-07-24,Sputnik V,11456002
Argentina,2021-07-25,Moderna,116
Argentina,2021-07-25,Oxford/AstraZeneca,10769173
Argentina,2021-07-25,Sinopharm/Beijing,8481950
Argentina,2021-07-25,Sputnik V,11464758
Argentina,2021-07-26,Moderna,120
Argentina,2021-07-26,Oxford/AstraZeneca,10872763
Argentina,2021-07-26,Sinopharm/Beijing,8759216
Argentina,2021-07-26,Sputnik V,11491626
Argentina,2021-07-27,Moderna,147
Argentina,2021-07-27,Oxford/AstraZeneca,11043387
Argentina,2021-07-27,Sinopharm/Beijing,9001497
Argentina,2021-07-27,Sputnik V,11506993
Argentina,2021-07-28,Moderna,179
Argentina,2021-07-28,Oxford/AstraZeneca,11202740
Argentina,2021-07-28,Sinopharm/Beijing,9286641
Argentina,2021-07-28,Sputnik V,11522606
Argentina,2021-07-29,Moderna,194
Argentina,2021-07-29,Oxford/AstraZeneca,11321589
Argentina,2021-07-29,Sinopharm/Beijing,9576682
Argentina,2021-07-29,Sputnik V,11538806
Argentina,2021-07-30,Moderna,329
Argentina,2021-07-30,Oxford/AstraZeneca,11433304
Argentina,2021-07-30,Sinopharm/Beijing,9877817
Argentina,2021-07-30,Sputnik V,11552971
Argentina,2021-07-31,Moderna,2010
Argentina,2021-07-31,Oxford/AstraZeneca,11494933
Argentina,2021-07-31,Sinopharm/Beijing,10081844
Argentina,2021-07-31,Sputnik V,11560455
Argentina,2021-08-01,Moderna,2287
Argentina,2021-08-01,Oxford/AstraZeneca,11524355
Argentina,2021-08-01,Pfizer/BioNTech,46
Argentina,2021-08-01,Sinopharm/Beijing,10213151
Argentina,2021-08-01,Sputnik V,11566870
Argentina,2021-08-02,Moderna,5986
Argentina,2021-08-02,Oxford/AstraZeneca,11612450
Argentina,2021-08-02,Pfizer/BioNTech,47
Argentina,2021-08-02,Sinopharm/Beijing,10526401
Argentina,2021-08-02,Sputnik V,11579090
Argentina,2021-08-03,Moderna,55651
Argentina,2021-08-03,Oxford/AstraZeneca,11746280
Argentina,2021-08-03,Sinopharm/Beijing,10739004
Argentina,2021-08-03,Sputnik V,11591156
Argentina,2021-08-04,CanSino,13
Argentina,2021-08-04,Moderna,77205
Argentina,2021-08-04,Oxford/AstraZeneca,11888948
Argentina,2021-08-04,Sinopharm/Beijing,10979832
Argentina,2021-08-04,Sputnik V,11603615
Argentina,2021-08-05,Moderna,95902
Argentina,2021-08-05,Oxford/AstraZeneca,12057374
Argentina,2021-08-05,Sinopharm/Beijing,11208892
Argentina,2021-08-05,Sputnik V,11617887
Argentina,2021-08-06,CanSino,14
Argentina,2021-08-06,Moderna,117087
Argentina,2021-08-06,Oxford/AstraZeneca,12212402
Argentina,2021-08-06,Pfizer/BioNTech,48
Argentina,2021-08-06,Sinopharm/Beijing,11439231
Argentina,2021-08-06,Sputnik V,11625420
Argentina,2021-08-07,Moderna,158836
Argentina,2021-08-07,Oxford/AstraZeneca,12294342
Argentina,2021-08-07,Pfizer/BioNTech,49
Argentina,2021-08-07,Sinopharm/Beijing,11588115
Argentina,2021-08-07,Sputnik V,11631069
Argentina,2021-08-08,Moderna,197877
Argentina,2021-08-08,Oxford/AstraZeneca,12316759
Argentina,2021-08-08,Pfizer/BioNTech,50
Argentina,2021-08-08,Sinopharm/Beijing,11685091
Argentina,2021-08-08,Sputnik V,11634370
Argentina,2021-08-09,Moderna,368729
Argentina,2021-08-09,Oxford/AstraZeneca,12432550
Argentina,2021-08-09,Pfizer/BioNTech,51
Argentina,2021-08-09,Sinopharm/Beijing,11779102
Argentina,2021-08-09,Sputnik V,11644776
Argentina,2021-08-10,Moderna,533264
Argentina,2021-08-10,Oxford/AstraZeneca,12541756
Argentina,2021-08-10,Sinopharm/Beijing,11867107
Argentina,2021-08-10,Sputnik V,11653550
Argentina,2021-08-11,Moderna,714022
Argentina,2021-08-11,Oxford/AstraZeneca,12682245
Argentina,2021-08-11,Pfizer/BioNTech,52
Argentina,2021-08-11,Sinopharm/Beijing,11949079
Argentina,2021-08-11,Sputnik V,11663105
Argentina,2021-08-12,CanSino,15
Argentina,2021-08-12,Moderna,851463
Argentina,2021-08-12,Oxford/AstraZeneca,12819475
Argentina,2021-08-12,Pfizer/BioNTech,54
Argentina,2021-08-12,Sinopharm/Beijing,12042024
Argentina,2021-08-12,Sputnik V,11688026
Argentina,2021-08-13,Moderna,957423
Argentina,2021-08-13,Oxford/AstraZeneca,12941161
Argentina,2021-08-13,Sinopharm/Beijing,12137803
Argentina,2021-08-13,Sputnik V,11781459
Argentina,2021-08-14,Moderna,1033851
Argentina,2021-08-14,Oxford/AstraZeneca,13030276
Argentina,2021-08-14,Sinopharm/Beijing,12172953
Argentina,2021-08-14,Sputnik V,11837403
Argentina,2021-08-15,Moderna,1072607
Argentina,2021-08-15,Oxford/AstraZeneca,13117977
Argentina,2021-08-15,Sinopharm/Beijing,12187496
Argentina,2021-08-15,Sputnik V,11859093
Argentina,2021-08-16,Moderna,1148046
Argentina,2021-08-16,Oxford/AstraZeneca,13146675
Argentina,2021-08-16,Sinopharm/Beijing,12205105
Argentina,2021-08-16,Sputnik V,11928421
Argentina,2021-08-17,Moderna,1309034
Argentina,2021-08-17,Oxford/AstraZeneca,13213522
Argentina,2021-08-17,Pfizer/BioNTech,55
Argentina,2021-08-17,Sinopharm/Beijing,12277556
Argentina,2021-08-17,Sputnik V,12067968
Argentina,2021-08-18,Moderna,1468309
Argentina,2021-08-18,Oxford/AstraZeneca,13287603
Argentina,2021-08-18,Sinopharm/Beijing,12355756
Argentina,2021-08-18,Sputnik V,12191737
Argentina,2021-08-19,Moderna,1576376
Argentina,2021-08-19,Oxford/AstraZeneca,13400412
Argentina,2021-08-19,Sinopharm/Beijing,12420314
Argentina,2021-08-19,Sputnik V,12332367
Argentina,2021-08-20,Moderna,1654734
Argentina,2021-08-20,Oxford/AstraZeneca,13551328
Argentina,2021-08-20,Pfizer/BioNTech,56
Argentina,2021-08-20,Sinopharm/Beijing,12483224
Argentina,2021-08-20,Sputnik V,12476679
Argentina,2021-08-21,Moderna,1677791
Argentina,2021-08-21,Oxford/AstraZeneca,13677055
Argentina,2021-08-21,Sinopharm/Beijing,12517543
Argentina,2021-08-21,Sputnik V,12550860
Argentina,2021-08-22,Moderna,1689657
Argentina,2021-08-22,Oxford/AstraZeneca,13764169
Argentina,2021-08-22,Pfizer/BioNTech,57
Argentina,2021-08-22,Sinopharm/Beijing,12558186
Argentina,2021-08-22,Sputnik V,12581304
Argentina,2021-08-23,Moderna,1730850
Argentina,2021-08-23,Oxford/AstraZeneca,13895097
Argentina,2021-08-23,Sinopharm/Beijing,12700377
Argentina,2021-08-23,Sputnik V,12675722
Argentina,2021-08-24,Moderna,1768320
Argentina,2021-08-24,Oxford/AstraZeneca,14043104
Argentina,2021-08-24,Sinopharm/Beijing,12888771
Argentina,2021-08-24,Sputnik V,12750944
Argentina,2021-08-25,Moderna,1798153
Argentina,2021-08-25,Oxford/AstraZeneca,14205914
Argentina,2021-08-25,Pfizer/BioNTech,58
Argentina,2021-08-25,Sinopharm/Beijing,13066627
Argentina,2021-08-25,Sputnik V,12807116
Argentina,2021-08-26,Moderna,1868700
Argentina,2021-08-26,Oxford/AstraZeneca,14355959
Argentina,2021-08-26,Pfizer/BioNTech,59
Argentina,2021-08-26,Sinopharm/Beijing,13235401
Argentina,2021-08-26,Sputnik V,12860578
Argentina,2021-08-27,Moderna,1927382
Argentina,2021-08-27,Oxford/AstraZeneca,14502059
Argentina,2021-08-27,Sinopharm/Beijing,13454009
Argentina,2021-08-27,Sputnik V,12905058
Argentina,2021-08-28,Moderna,1964729
Argentina,2021-08-28,Oxford/AstraZeneca,14555757
Argentina,2021-08-28,Sinopharm/Beijing,13585116
Argentina,2021-08-28,Sputnik V,12926647
Argentina,2021-08-29,Moderna,1984722
Argentina,2021-08-29,Oxford/AstraZeneca,14589284
Argentina,2021-08-29,Sinopharm/Beijing,13668013
Argentina,2021-08-29,Sputnik V,12959112
Argentina,2021-08-30,Moderna,2033985
Argentina,2021-08-30,Oxford/AstraZeneca,14711943
Argentina,2021-08-30,Pfizer/BioNTech,60
Argentina,2021-08-30,Sinopharm/Beijing,13828110
Argentina,2021-08-30,Sputnik V,13045151
Argentina,2021-08-31,Moderna,2100590
Argentina,2021-08-31,Oxford/AstraZeneca,14833137
Argentina,2021-08-31,Sinopharm/Beijing,13965472
Argentina,2021-08-31,Sputnik V,13180870
Argentina,2021-09-01,Moderna,2173607
Argentina,2021-09-01,Oxford/AstraZeneca,14943956
Argentina,2021-09-01,Sinopharm/Beijing,14117311
Argentina,2021-09-01,Sputnik V,13301287
Argentina,2021-09-02,Moderna,2237044
Argentina,2021-09-02,Oxford/AstraZeneca,15024634
Argentina,2021-09-02,Sinopharm/Beijing,14314812
Argentina,2021-09-02,Sputnik V,13408034
Argentina,2021-09-03,Moderna,2299314
Argentina,2021-09-03,Oxford/AstraZeneca,15105871
Argentina,2021-09-03,Sinopharm/Beijing,14512939
Argentina,2021-09-03,Sputnik V,13501337
Argentina,2021-09-04,Moderna,2335784
Argentina,2021-09-04,Oxford/AstraZeneca,15164771
Argentina,2021-09-04,Sinopharm/Beijing,14645516
Argentina,2021-09-04,Sputnik V,13569604
Argentina,2021-09-05,Moderna,2353234
Argentina,2021-09-05,Oxford/AstraZeneca,15225966
Argentina,2021-09-05,Sinopharm/Beijing,14721959
Argentina,2021-09-05,Sputnik V,13611378
Argentina,2021-09-06,Moderna,2406240
Argentina,2021-09-06,Oxford/AstraZeneca,15389205
Argentina,2021-09-06,Sinopharm/Beijing,14868012
Argentina,2021-09-06,Sputnik V,13690988
Argentina,2021-09-07,CanSino,62
Argentina,2021-09-07,Moderna,2456805
Argentina,2021-09-07,Oxford/AstraZeneca,15573785
Argentina,2021-09-07,Sinopharm/Beijing,15013066
Argentina,2021-09-07,Sputnik V,13774728
Argentina,2021-09-08,CanSino,101
Argentina,2021-09-08,Moderna,2496654
Argentina,2021-09-08,Oxford/AstraZeneca,15714936
Argentina,2021-09-08,Pfizer/BioNTech,61
Argentina,2021-09-08,Sinopharm/Beijing,15130666
Argentina,2021-09-08,Sputnik V,13850019
Argentina,2021-09-09,CanSino,108
Argentina,2021-09-09,Moderna,2530692
Argentina,2021-09-09,Oxford/AstraZeneca,15852985
Argentina,2021-09-09,Pfizer/BioNTech,62
Argentina,2021-09-09,Sinopharm/Beijing,15263941
Argentina,2021-09-09,Sputnik V,13942581
Argentina,2021-09-10,CanSino,112
Argentina,2021-09-10,Moderna,2565161
Argentina,2021-09-10,Oxford/AstraZeneca,15944021
Argentina,2021-09-10,Sinopharm/Beijing,15408040
Argentina,2021-09-10,Sputnik V,14015606
Argentina,2021-09-11,CanSino,387
Argentina,2021-09-11,Moderna,2577229
Argentina,2021-09-11,Oxford/AstraZeneca,16065623
Argentina,2021-09-11,Pfizer/BioNTech,63
Argentina,2021-09-11,Sinopharm/Beijing,15443038
Argentina,2021-09-11,Sputnik V,14045500
Argentina,2021-09-12,CanSino,760
Argentina,2021-09-12,Moderna,2578132
Argentina,2021-09-12,Oxford/AstraZeneca,16069864
Argentina,2021-09-12,Pfizer/BioNTech,65
Argentina,2021-09-12,Sinopharm/Beijing,15446408
Argentina,2021-09-12,Sputnik V,14046402
Argentina,2021-09-13,CanSino,14889
Argentina,2021-09-13,Moderna,2602760
Argentina,2021-09-13,Oxford/AstraZeneca,16236733
Argentina,2021-09-13,Pfizer/BioNTech,66
Argentina,2021-09-13,Sinopharm/Beijing,15505362
Argentina,2021-09-13,Sputnik V,14084661
Argentina,2021-09-14,CanSino,16088
Argentina,2021-09-14,Moderna,2650204
Argentina,2021-09-14,Oxford/AstraZeneca,16362558
Argentina,2021-09-14,Pfizer/BioNTech,179
Argentina,2021-09-14,Sinopharm/Beijing,15565844
Argentina,2021-09-14,Sputnik V,14129369
Argentina,2021-09-15,CanSino,17218
Argentina,2021-09-15,Moderna,2689408
Argentina,2021-09-15,Oxford/AstraZeneca,16408935
Argentina,2021-09-15,Pfizer/BioNTech,242
Argentina,2021-09-15,Sinopharm/Beijing,15620106
Argentina,2021-09-15,Sputnik V,14318796
Argentina,2021-09-16,CanSino,18541
Argentina,2021-09-16,Moderna,2719530
Argentina,2021-09-16,Oxford/AstraZeneca,16588954
Argentina,2021-09-16,Pfizer/BioNTech,4908
Argentina,2021-09-16,Sinopharm/Beijing,15669713
Argentina,2021-09-16,Sputnik V,14414513
Argentina,2021-09-17,CanSino,27122
Argentina,2021-09-17,Moderna,2740404
Argentina,2021-09-17,Oxford/AstraZeneca,16702270
Argentina,2021-09-17,Pfizer/BioNTech,10063
Argentina,2021-09-17,Sinopharm/Beijing,15762120
Argentina,2021-09-17,Sputnik V,14537317
Argentina,2021-09-18,CanSino,27594
Argentina,2021-09-18,Moderna,2754380
Argentina,2021-09-18,Oxford/AstraZeneca,16729445
Argentina,2021-09-18,Pfizer/BioNTech,18437
Argentina,2021-09-18,Sinopharm/Beijing,15806773
Argentina,2021-09-18,Sputnik V,14664045
Argentina,2021-09-19,CanSino,27638
Argentina,2021-09-19,Moderna,2773171
Argentina,2021-09-19,Oxford/AstraZeneca,16799455
Argentina,2021-09-19,Pfizer/BioNTech,19433
Argentina,2021-09-19,Sinopharm/Beijing,15838477
Argentina,2021-09-19,Sputnik V,14680236
Argentina,2021-09-20,CanSino,30130
Argentina,2021-09-20,Moderna,2793065
Argentina,2021-09-20,Oxford/AstraZeneca,16850262
Argentina,2021-09-20,Pfizer/BioNTech,21841
Argentina,2021-09-20,Sinopharm/Beijing,15892536
Argentina,2021-09-20,Sputnik V,14896605
Argentina,2021-09-21,CanSino,32622
Argentina,2021-09-21,Moderna,2803732
Argentina,2021-09-21,Oxford/AstraZeneca,16886457
Argentina,2021-09-21,Pfizer/BioNTech,23123
Argentina,2021-09-21,Sinopharm/Beijing,15962264
Argentina,2021-09-21,Sputnik V,15085850
Argentina,2021-09-22,CanSino,35899
Argentina,2021-09-22,Moderna,2832442
Argentina,2021-09-22,Oxford/AstraZeneca,17043576
Argentina,2021-09-22,Pfizer/BioNTech,26285
Argentina,2021-09-22,Sinopharm/Beijing,16043007
Argentina,2021-09-22,Sputnik V,15141567
Argentina,2021-09-23,CanSino,39767
Argentina,2021-09-23,Moderna,2912186
Argentina,2021-09-23,Oxford/AstraZeneca,17080264
Argentina,2021-09-23,Pfizer/BioNTech,103807
Argentina,2021-09-23,Sinopharm/Beijing,16115505
Argentina,2021-09-23,Sputnik V,15183120
Argentina,2021-09-24,CanSino,44051
Argentina,2021-09-24,Moderna,2932576
Argentina,2021-09-24,Oxford/AstraZeneca,17205117
Argentina,2021-09-24,Pfizer/BioNTech,128861
Argentina,2021-09-24,Sinopharm/Beijing,16169289
Argentina,2021-09-24,Sputnik V,15216162
Argentina,2021-09-25,CanSino,46570
Argentina,2021-09-25,Moderna,2940176
Argentina,2021-09-25,Oxford/AstraZeneca,17228961
Argentina,2021-09-25,Pfizer/BioNTech,135361
Argentina,2021-09-25,Sinopharm/Beijing,16236794
Argentina,2021-09-25,Sputnik V,15236475
Argentina,2021-09-26,CanSino,47189
Argentina,2021-09-26,Moderna,2945085
Argentina,2021-09-26,Oxford/AstraZeneca,17269365
Argentina,2021-09-26,Pfizer/BioNTech,136688
Argentina,2021-09-26,Sinopharm/Beijing,16271203
Argentina,2021-09-26,Sputnik V,15242847
Argentina,2021-09-27,CanSino,52816
Argentina,2021-09-27,Moderna,2968453
Argentina,2021-09-27,Oxford/AstraZeneca,17373835
Argentina,2021-09-27,Pfizer/BioNTech,144058
Argentina,2021-09-27,Sinopharm/Beijing,16374918
Argentina,2021-09-27,Sputnik V,15280929
Argentina,2021-09-28,CanSino,58129
Argentina,2021-09-28,Moderna,2992341
Argentina,2021-09-28,Oxford/AstraZeneca,17474726
Argentina,2021-09-28,Pfizer/BioNTech,151285
Argentina,2021-09-28,Sinopharm/Beijing,16476957
Argentina,2021-09-28,Sputnik V,15342644
Argentina,2021-09-29,CanSino,62046
Argentina,2021-09-29,Moderna,3013945
Argentina,2021-09-29,Oxford/AstraZeneca,17545919
Argentina,2021-09-29,Pfizer/BioNTech,160973
Argentina,2021-09-29,Sinopharm/Beijing,16561328
Argentina,2021-09-29,Sputnik V,15407503
Argentina,2021-09-30,CanSino,65290
Argentina,2021-09-30,Moderna,3031711
Argentina,2021-09-30,Oxford/AstraZeneca,17626106
Argentina,2021-09-30,Pfizer/BioNTech,187451
Argentina,2021-09-30,Sinopharm/Beijing,16642430
Argentina,2021-09-30,Sputnik V,15535427
Argentina,2021-10-01,CanSino,69067
Argentina,2021-10-01,Moderna,3048917
Argentina,2021-10-01,Oxford/AstraZeneca,17768014
Argentina,2021-10-01,Pfizer/BioNTech,209457
Argentina,2021-10-01,Sinopharm/Beijing,16690191
Argentina,2021-10-01,Sputnik V,15607081
Argentina,2021-10-02,CanSino,70225
Argentina,2021-10-02,Moderna,3054323
Argentina,2021-10-02,Oxford/AstraZeneca,17869347
Argentina,2021-10-02,Pfizer/BioNTech,217938
Argentina,2021-10-02,Sinopharm/Beijing,16710560
Argentina,2021-10-02,Sputnik V,15649433
Argentina,2021-10-03,CanSino,70392
Argentina,2021-10-03,Moderna,3057778
Argentina,2021-10-03,Oxford/AstraZeneca,17935723
Argentina,2021-10-03,Pfizer/BioNTech,224096
Argentina,2021-10-03,Sinopharm/Beijing,16717833
Argentina,2021-10-03,Sputnik V,15674560
Argentina,2021-10-04,CanSino,73161
Argentina,2021-10-04,Moderna,3071369
Argentina,2021-10-04,Oxford/AstraZeneca,17994832
Argentina,2021-10-04,Pfizer/BioNTech,240132
Argentina,2021-10-04,Sinopharm/Beijing,16801110
Argentina,2021-10-04,Sputnik V,15729924
Argentina,2021-10-05,CanSino,76802
Argentina,2021-10-05,Moderna,3087624
Argentina,2021-10-05,Oxford/AstraZeneca,18058997
Argentina,2021-10-05,Pfizer/BioNTech,303797
Argentina,2021-10-05,Sinopharm/Beijing,16840502
Argentina,2021-10-05,Sputnik V,15809646
Argentina,2021-10-06,CanSino,80729
Argentina,2021-10-06,Moderna,3099224
Argentina,2021-10-06,Oxford/AstraZeneca,18143370
Argentina,2021-10-06,Pfizer/BioNTech,328032
Argentina,2021-10-06,Sinopharm/Beijing,16880778
Argentina,2021-10-06,Sputnik V,15893007
Argentina,2021-10-07,CanSino,83425
Argentina,2021-10-07,Moderna,3129476
Argentina,2021-10-07,Oxford/AstraZeneca,18243432
Argentina,2021-10-07,Pfizer/BioNTech,372612
Argentina,2021-10-07,Sinopharm/Beijing,16916972
Argentina,2021-10-07,Sputnik V,15944106
Argentina,2021-10-08,CanSino,84335
Argentina,2021-10-08,Moderna,3135028
Argentina,2021-10-08,Oxford/AstraZeneca,18294645
Argentina,2021-10-08,Pfizer/BioNTech,387573
Argentina,2021-10-08,Sinopharm/Beijing,16930707
Argentina,2021-10-08,Sputnik V,15979116
Argentina,2021-10-09,CanSino,85152
Argentina,2021-10-09,Moderna,3140293
Argentina,2021-10-09,Oxford/AstraZeneca,18336695
Argentina,2021-10-09,Pfizer/BioNTech,391460
Argentina,2021-10-09,Sinopharm/Beijing,16951776
Argentina,2021-10-09,Sputnik V,16022009
Argentina,2021-10-10,CanSino,85395
Argentina,2021-10-10,Moderna,3142836
Argentina,2021-10-10,Oxford/AstraZeneca,18361169
Argentina,2021-10-10,Pfizer/BioNTech,393767
Argentina,2021-10-10,Sinopharm/Beijing,16971866
Argentina,2021-10-10,Sputnik V,16051114
Argentina,2021-10-11,CanSino,85625
Argentina,2021-10-11,Moderna,3146269
Argentina,2021-10-11,Oxford/AstraZeneca,18382688
Argentina,2021-10-11,Pfizer/BioNTech,397648
Argentina,2021-10-11,Sinopharm/Beijing,17001529
Argentina,2021-10-11,Sputnik V,16068833
Argentina,2021-10-12,CanSino,87798
Argentina,2021-10-12,Moderna,3188127
Argentina,2021-10-12,Oxford/AstraZeneca,18423888
Argentina,2021-10-12,Pfizer/BioNTech,433786
Argentina,2021-10-12,Sinopharm/Beijing,17172868
Argentina,2021-10-12,Sputnik V,16123445
Argentina,2021-10-13,CanSino,89912
Argentina,2021-10-13,Moderna,3202721
Argentina,2021-10-13,Oxford/AstraZeneca,18462748
Argentina,2021-10-13,Pfizer/BioNTech,480453
Argentina,2021-10-13,Sinopharm/Beijing,17391035
